Subj,List,BLOCK,TRIAL,SET,LC,CatNumber,Category,PicID,TARGET,Response,Accuracy,RT
41,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,3975
41,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,1075
41,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,727
41,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,761
41,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,731
41,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Grempt,0,949
41,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,1566
41,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,790
41,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,815
41,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,899
41,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,1155
41,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,1100
41,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,1000
42,3,1,1,2,UnRel,10,clothes,skirt.png,Huspel,Huspel,1,660
42,3,1,2,3,CRel,12,shapes,diamond.png,Brähme,Brähme,1,652
42,3,1,3,3,UnRel,1,animals,dog.png,Jasel,Jasel,1,656
42,3,1,4,1,CRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,572
42,3,1,5,2,CRel,15,plants,tree.png,Gille,Gille,1,723
42,3,1,6,2,UnRel,9,drinks,water.png,Dimst,Dimst,1,694
42,3,1,7,2,UnRel,6,furniture,bed.png,Kansche,Kansche,1,761
42,3,1,8,1,UnRel,5,fruit,pear.png,Nork,Nork,1,597
42,3,1,9,1,CRel,14,electronic devices,camera.png,Zolge,Zolge,1,706
42,3,1,10,2,CRel,15,plants,moss.png,Zwilk,Zwilk,1,719
42,3,1,11,3,CRel,12,shapes,trapeze.png,Quippe,Quippe,1,694
42,3,1,12,2,UnRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,752
42,3,2,13,3,UnRel,3,vegetables,potato.png,Rullner,Rullner,1,1004
42,3,2,14,3,UnRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,677
42,3,2,15,2,CRel,15,plants,cactus.png,Derg,Derg,1,685
42,3,2,16,1,UnRel,7,transportation,ship.png,Pramme,Pramme,1,647
42,3,2,17,1,CRel,14,electronic devices,computer.png,Merst,Merst,1,916
42,3,2,18,3,UnRel,11,tableware,cup.png,Knirs,Knirs,1,828
42,3,2,19,3,CRel,12,shapes,circle.png,Trulf,Trulf,1,845
42,3,2,20,2,CRel,15,plants,flower.png,Milster,Milster,1,643
42,3,2,21,1,UnRel,8,human head,mouth.png,Zürme,Zürme,1,694
42,3,2,22,1,CRel,14,electronic devices,printer.png,Jersch,Jersch,1,710
42,3,2,23,1,UnRel,2,tools,saw.png,Klüffe,Klüffe,1,1050
42,3,2,24,3,CRel,12,shapes,star.png,Prals,Prals,1,671
43,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,748
43,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,639
43,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,757
43,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,715
43,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,1549
43,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,744
43,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,975
43,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,1088
43,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,752
43,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,1105
43,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,727
43,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,971
43,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,1033
43,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,983
43,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,849
43,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,685
43,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,773
43,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,815
43,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,941
43,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,777
43,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,853
43,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,1373
43,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,962
43,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,919
44,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,710
44,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,694
44,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,824
44,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,811
44,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,815
44,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,752
44,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,748
44,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,643
44,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,627
44,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,962
44,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,652
44,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,660
44,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,887
44,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,668
44,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,736
44,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,647
44,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,786
44,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,949
44,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,849
44,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,736
44,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,807
44,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,2157
44,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,983
44,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,723
45,4,1,1,2,CRel,6,furniture,chair.png,Berne,Berne,1,1331
45,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,740
45,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,958
45,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,627
45,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,681
45,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,798
45,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,798
45,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,731
45,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,840
45,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,836
45,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,1092
45,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,1000
45,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,757
45,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,702
45,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,719
45,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,740
45,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Gremt,1,2199
45,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,819
45,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,811
45,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,1302
45,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,920
45,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,777
45,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,857
45,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,815
46,3,1,1,2,UnRel,10,clothes,skirt.png,Huspel,Huspel,1,697
46,3,1,2,3,CRel,12,shapes,diamond.png,Brähme,Brähne,0,564
46,3,1,3,3,UnRel,1,animals,dog.png,Jasel,Jasel,1,661
46,3,1,4,1,CRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,692
46,3,1,5,2,CRel,15,plants,tree.png,Gille,Gille,1,648
46,3,1,6,2,UnRel,9,drinks,water.png,Dimst,Dimst,1,763
46,3,1,7,2,UnRel,6,furniture,bed.png,Kansche,Kansche,1,799
46,3,1,8,1,UnRel,5,fruit,pear.png,Nork,Nork,1,723
46,3,1,9,1,CRel,14,electronic devices,camera.png,Zolge,Zolge,1,847
46,3,1,10,2,CRel,15,plants,moss.png,Zwilk,Zwilk,1,794
46,3,1,11,3,CRel,12,shapes,trapeze.png,Quippe,Quippe,1,750
46,3,1,12,2,UnRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,818
46,3,2,13,3,UnRel,3,vegetables,potato.png,Rullner,Rullner,1,1064
46,3,2,14,3,UnRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,728
46,3,2,15,2,CRel,15,plants,cactus.png,Derg,Derg,1,754
46,3,2,16,1,UnRel,7,transportation,ship.png,Pramme,Pramme,1,675
46,3,2,17,1,CRel,14,electronic devices,computer.png,Merst,Merst,1,1352
46,3,2,18,3,UnRel,11,tableware,cup.png,Knirs,Knirs,1,807
46,3,2,19,3,CRel,12,shapes,circle.png,Trulf,Trulf,1,776
46,3,2,20,2,CRel,15,plants,flower.png,Milster,Milster,1,679
46,3,2,21,1,UnRel,8,human head,mouth.png,Zürme,Zürme,1,737
46,3,2,22,1,CRel,14,electronic devices,printer.png,Jersch,Jersch,1,529
46,3,2,23,1,UnRel,2,tools,saw.png,Klüffe,Klüffe,1,843
46,3,2,24,3,CRel,12,shapes,star.png,Prals,Prals,1,666
47,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,731
47,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,710
47,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,815
47,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,727
47,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,752
47,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,664
47,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,803
47,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,689
47,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,694
47,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,803
47,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,807
47,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,787
47,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,719
47,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,631
47,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,1100
47,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,748
47,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,668
47,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,731
47,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,761
47,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,752
47,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,777
47,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,656
47,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,681
47,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,619
48,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,818
48,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,759
48,5,1,3,1,UnRel,4,musical instruments,drum.png,Fente,Fente,1,750
48,5,1,4,1,CRel,7,transportation,train.png,Melg,Melg,1,885
48,5,1,5,1,UnRel,14,electronic devices,printer.png,Jersch,Jersch,1,759
48,5,1,6,3,UnRel,2,tools,ax.png,Flipse,Fli...Flipse,0,764
48,5,1,7,3,CRel,10,clothes,coat.png,Dilpe,Dilpe,1,1133
48,5,1,8,2,UnRel,13,insects,beetle.png,Lember,Lember,1,714
48,5,1,9,3,UnRel,8,human head,ear.png,Glutz,Glutz,1,1205
48,5,1,10,1,CRel,7,transportation,bus.png,Jorn,Jorn,1,795
48,5,1,11,2,CRel,3,vegetables,tomato.png,Schinz,Z...Äh...Schinz,0,975
48,5,1,12,3,CRel,10,clothes,trousers.png,Glienst,Glienst,1,666
48,5,2,13,2,UnRel,12,shapes,trapeze.png,Quippe,Quippe,1,777
48,5,2,14,2,UnRel,9,drinks,milk.png,Bift,Bift,1,1092
48,5,2,15,1,CRel,7,transportation,ship.png,Pramme,Pramme,1,588
48,5,2,16,2,CRel,3,vegetables,potato.png,Rullner,Rullner,1,809
48,5,2,17,3,CRel,10,clothes,skirt.png,Huspel,Huspel,1,782
48,5,2,18,1,UnRel,1,animals,horse.png,Rafke,Rafke,1,673
48,5,2,19,3,UnRel,5,fruit,banana.png,Limme,Limme,1,660
48,5,2,20,1,CRel,7,transportation,car.png,Wefer,Wefer,1,619
48,5,2,21,1,UnRel,15,plants,moss.png,Zwilk,Zwilk,1,687
48,5,2,22,2,CRel,3,vegetables,cucumber.png,Lepf,Lepf,1,552
48,5,2,23,3,UnRel,11,tableware,glass.png,Randel,Randel,1,714
48,5,2,24,2,UnRel,6,furniture,cupboard.png,Gremt,Gl...Gremt,0,759
49,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,813
49,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,709
49,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,975
49,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,948
49,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,714
49,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,736
49,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,948
49,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,755
49,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,966
49,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,1304
49,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,948
49,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,1062
49,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,1128
49,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,1083
49,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,894
49,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,813
49,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,687
49,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,962
49,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,1101
49,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,845
49,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,800
49,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,696
49,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,736
49,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,839
50,2,1,1,3,CRel,11,tableware,bowl.png,Glemp,Glemp,1,1403
50,2,1,2,1,CRel,1,animals,cat.png,Marp,Marp,1,755
50,2,1,3,1,UnRel,15,plants,cactus.png,Derg,Derg,1,1002
50,2,1,4,2,CRel,8,human head,eye.png,Limfer,Limfer,1,948
50,2,1,5,2,UnRel,2,tools,hammer.png,Jund,Jund,1,1056
50,2,1,6,2,UnRel,3,vegetables,tomato.png,Schinz,Schinz,1,1331
50,2,1,7,3,CRel,11,tableware,glass.png,Randel,Randel,1,800
50,2,1,8,1,UnRel,7,transportation,bus.png,Jorn,Jorn,1,1300
50,2,1,9,1,CRel,1,animals,horse.png,Rafke,Rafke,1,655
50,2,1,10,2,CRel,8,human head,ear.png,Glutz,Glutz,1,1390
50,2,1,11,1,UnRel,12,shapes,star.png,Prals,Prals,1,755
50,2,1,12,3,CRel,11,tableware,plate.png,Schrenge,Schrenge,1,1830
50,2,2,13,3,UnRel,6,furniture,chair.png,Berne,Berne,1,1439
50,2,2,14,2,UnRel,4,musical instruments,guitar.png,Zort,Zort,1,993
50,2,2,15,3,UnRel,14,electronic devices,computer.png,Merst,Merst,1,1011
50,2,2,16,1,UnRel,9,drinks,coffee.png,Nimse,Nimse,1,822
50,2,2,17,2,CRel,8,human head,mouth.png,Zürme,Zürme,1,804
50,2,2,18,1,CRel,1,animals,cow.png,Ploft,Ploft,1,917
50,2,2,19,3,UnRel,10,clothes,coat.png,Dilpe,Dilpe,1,1989
50,2,2,20,2,UnRel,13,insects,fly.png,Gulch,Gulch,1,1169
50,2,2,21,3,CRel,11,tableware,cup.png,Knirs,Knirs,1,953
50,2,2,22,3,UnRel,5,fruit,apple.png,Glürre,Glürre,1,1277
50,2,2,23,1,CRel,1,animals,dog.png,Jasel,Jasel,1,1070
50,2,2,24,2,CRel,8,human head,nose.png,Wirs,Wirs,1,988
51,3,1,1,2,UnRel,10,clothes,skirt.png,Huspel,Huspel,1,606
51,3,1,2,3,CRel,12,shapes,diamond.png,Brähme,Brähme,1,948
51,3,1,3,3,UnRel,1,animals,dog.png,Jasel,Jasel,1,534
51,3,1,4,1,CRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,583
51,3,1,5,2,CRel,15,plants,tree.png,Gille,Gille,1,682
51,3,1,6,2,UnRel,9,drinks,water.png,Dimst,Dimst,1,673
51,3,1,7,2,UnRel,6,furniture,bed.png,Kansche,Kansche,1,579
51,3,1,8,1,UnRel,5,fruit,pear.png,Nork,Nork,1,601
51,3,1,9,1,CRel,14,electronic devices,camera.png,Zolge,Zolge,1,642
51,3,1,10,2,CRel,15,plants,moss.png,Zwilk,Zwilk,1,687
51,3,1,11,3,CRel,12,shapes,trapeze.png,Quippe,Quippe,1,1313
51,3,1,12,2,UnRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,641
51,3,2,13,3,UnRel,3,vegetables,potato.png,Rullner,Rullner,1,633
51,3,2,14,3,UnRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,592
51,3,2,15,2,CRel,15,plants,cactus.png,Derg,Derg,1,746
51,3,2,16,1,UnRel,7,transportation,ship.png,Pramme,Pramme,1,773
51,3,2,17,1,CRel,14,electronic devices,computer.png,Merst,Merst,1,768
51,3,2,18,3,UnRel,11,tableware,cup.png,Knirs,Knirs,1,651
51,3,2,19,3,CRel,12,shapes,circle.png,Trulf,Trulf,1,867
51,3,2,20,2,CRel,15,plants,flower.png,Milster,Milster,1,741
51,3,2,21,1,UnRel,8,human head,mouth.png,Zürme,Zürme,1,606
51,3,2,22,1,CRel,14,electronic devices,printer.png,Jersch,Jersch,1,673
51,3,2,23,1,UnRel,2,tools,saw.png,Klüffe,Klüffe,1,642
51,3,2,24,3,CRel,12,shapes,star.png,Prals,Prals,1,1124
52,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,1313
52,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,768
52,5,1,3,1,UnRel,4,musical instruments,drum.png,Fente,Fente,1,822
52,5,1,4,1,CRel,7,transportation,train.png,Melg,Melg,1,624
52,5,1,5,1,UnRel,14,electronic devices,printer.png,Jersch,Jersch,1,809
52,5,1,6,3,UnRel,2,tools,ax.png,Flipse,Flipse,1,800
52,5,1,7,3,CRel,10,clothes,coat.png,Dilpe,Dilpe,1,944
52,5,1,8,2,UnRel,13,insects,beetle.png,Lember,Lember,1,818
52,5,1,9,3,UnRel,8,human head,ear.png,Glutz,Glutz,1,773
52,5,1,10,1,CRel,7,transportation,bus.png,Jorn,Jorn,1,709
52,5,1,11,2,CRel,3,vegetables,tomato.png,Schinz,Schinz,1,723
52,5,1,12,3,CRel,10,clothes,trousers.png,Glienst,Glienst,1,1694
52,5,2,13,2,UnRel,12,shapes,trapeze.png,Quippe,Quippe,1,759
52,5,2,14,2,UnRel,9,drinks,milk.png,Bift,Bift,1,840
52,5,2,15,1,CRel,7,transportation,ship.png,Pramme,Pramme,1,804
52,5,2,16,2,CRel,3,vegetables,potato.png,Rullner,Rullner,1,1016
52,5,2,17,3,CRel,10,clothes,skirt.png,Huspel,Huspel,1,1101
52,5,2,18,1,UnRel,1,animals,horse.png,Rafke,Rafke,1,953
52,5,2,19,3,UnRel,5,fruit,banana.png,Limme,Limme,1,1034
52,5,2,20,1,CRel,7,transportation,car.png,Wefer,Wefer,1,836
52,5,2,21,1,UnRel,15,plants,moss.png,Zwilk,Zwilk,1,840
52,5,2,22,2,CRel,3,vegetables,cucumber.png,Lepf,Lepf,1,971
52,5,2,23,3,UnRel,11,tableware,glass.png,Randel,Randel,1,1313
52,5,2,24,2,UnRel,6,furniture,cupboard.png,Gremt,Gremt,1,845
53,1,1,1,1,CRel,5,fruit,orange.png,Amst,Amst,1,804
53,1,1,2,2,UnRel,7,transportation,car.png,Wefer,Wefer,1,673
53,1,1,3,2,CRel,2,tools,hammer.png,Jund,Jund,1,764
53,1,1,4,3,CRel,4,musical instruments,violin.png,Wimsch,Wimsch,1,718
53,1,1,5,3,UnRel,8,human head,eye.png,Limfer,Limfer,1,700
53,1,1,6,1,CRel,5,fruit,pear.png,Nork,Nork,1,709
53,1,1,7,1,UnRel,15,plants,tree.png,Gille,Gille,1,673
53,1,1,8,3,UnRel,11,tableware,plate.png,Schrenge,Schrenge,1,827
53,1,1,9,3,CRel,4,musical instruments,drum.png,Fente,Fente,1,664
53,1,1,10,2,CRel,2,tools,saw.png,Klüffe,Klüffe,1,1385
53,1,1,11,1,CRel,5,fruit,banana.png,Limme,Limme,1,885
53,1,1,12,1,UnRel,9,drinks,tea.png,Mönnel,Mönnel,1,722
53,1,2,13,1,UnRel,6,furniture,table.png,Rixt,Rixt,1,804
53,1,2,14,2,UnRel,1,animals,cat.png,Marp,Marp,1,633
53,1,2,15,3,CRel,4,musical instruments,guitar.png,Zort,Zort,1,1079
53,1,2,16,2,UnRel,14,electronic devices,mobile.png,Rumfe,Rumfe,1,741
53,1,2,17,3,UnRel,12,shapes,diamond.png,Brähme,Brähme,1,673
53,1,2,18,2,UnRel,10,clothes,trousers.png,Glienst,Glienst,1,673
53,1,2,19,2,CRel,2,tools,ax.png,Flipse,Flipse,1,1173
53,1,2,20,1,CRel,5,fruit,apple.png,Glürre,Glürre,1,746
53,1,2,21,3,UnRel,3,vegetables,onion.png,Troschel,Troschel,1,764
53,1,2,22,1,UnRel,13,insects,butterfly.png,Wulge,Wulge,1,764
53,1,2,23,3,CRel,4,musical instruments,piano.png,Mirge,Mirge,1,691
53,1,2,24,2,CRel,2,tools,pliers.png,Scholk,Scholk,1,1000
54,4,1,1,2,CRel,6,furniture,chair.png,Berne,Berne,1,926
54,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,791
54,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,975
54,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,912
54,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,894
54,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,2745
54,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,813
54,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,818
54,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,1300
54,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,1074
54,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,822
54,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,1019
54,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,1273
54,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,939
54,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,890
54,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,2299
54,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Gremt,1,1011
54,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,1052
54,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,840
54,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,1399
54,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,858
54,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,1002
54,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,908
54,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Kansche,1,858
55,4,1,1,2,CRel,6,furniture,chair.png,Berne,Berne,1,759
55,4,1,2,3,UnRel,15,plants,flower.png,Milster,Milster,1,718
55,4,1,3,2,UnRel,1,animals,cow.png,Ploft,Ploft,1,777
55,4,1,4,3,CRel,13,insects,butterfly.png,Wulge,Wulge,1,714
55,4,1,5,1,CRel,9,drinks,coffee.png,Nimse,Nimse,1,651
55,4,1,6,2,CRel,6,furniture,table.png,Rixt,Rixt,1,718
55,4,1,7,1,UnRel,12,shapes,circle.png,Trulf,Trulf,1,903
55,4,1,8,1,UnRel,8,human head,nose.png,Wirs,Wirs,1,696
55,4,1,9,3,UnRel,11,tableware,bowl.png,Glemp,Glemp,1,664
55,4,1,10,3,CRel,13,insects,fly.png,Gulch,Gulch,1,746
55,4,1,11,1,UnRel,3,vegetables,cucumber.png,Lepf,Lepf,1,687
55,4,1,12,2,UnRel,7,transportation,train.png,Melg,Melg,1,647
55,4,2,13,1,CRel,9,drinks,tea.png,Mönnel,Mönnel,1,723
55,4,2,14,1,UnRel,2,tools,pliers.png,Scholk,Scholk,1,642
55,4,2,15,3,UnRel,10,clothes,dress.png,Lanst,Lanst,1,764
55,4,2,16,3,CRel,13,insects,dragonfly.png,Schmorp,Schmorp,1,619
55,4,2,17,2,CRel,6,furniture,cupboard.png,Gremt,Gremt,1,962
55,4,2,18,1,CRel,9,drinks,water.png,Dimst,Dimst,1,818
55,4,2,19,2,UnRel,5,fruit,orange.png,Amst,Amst,1,845
55,4,2,20,3,UnRel,4,musical instruments,piano.png,Mirge,Mirge,1,746
55,4,2,21,2,UnRel,14,electronic devices,camera.png,Zolge,Zolge,1,827
55,4,2,22,3,CRel,13,insects,beetle.png,Lember,Lember,1,782
55,4,2,23,1,CRel,9,drinks,milk.png,Bift,Bift,1,867
55,4,2,24,2,CRel,6,furniture,bed.png,Kansche,Lansche,0,833
56,5,1,1,3,CRel,10,clothes,dress.png,Lanst,Lanst,1,1145
56,5,1,2,2,CRel,3,vegetables,onion.png,Troschel,Troschel,1,987
